employee,day,login_hour,files_accessed,emails_sent,usb_used,after_hours,is_malicious,anomaly_score,is_anomaly,risk_score
Timothy Patel,5,10,53,9,0,0,0,0.08052006655090621,0,14.296275997094243
Timothy Patel,6,9,40,12,0,0,0,0.13384738737296298,0,1.6375664714175842
Timothy Patel,7,10,44,14,0,0,0,0.10816389762272743,0,7.734250710229973
Timothy Patel,8,10,43,20,0,0,0,0.03700768616412953,0,24.62513886880887
Timothy Patel,9,11,37,15,0,0,0,0.03732511982120246,0,24.549787240476228
Timothy Patel,10,9,41,10,0,0,0,0.13081260831791414,0,2.35795493159654
Timothy Patel,11,11,45,15,0,0,0,0.029153200844622806,0,26.489617462531932
Timothy Patel,12,10,42,9,0,0,0,0.10543586368707158,0,8.381824761116341
Timothy Patel,13,10,35,14,0,0,0,0.11365954286317087,0,6.429707828972631
Timothy Patel,14,11,52,5,0,0,0,-0.0456809506985959,1,44.25356607992167
Timothy Patel,15,11,47,10,0,0,0,0.02667727840949463,0,27.077345899499093
Timothy Patel,16,9,47,5,0,0,0,0.06226028575169806,0,18.630738287277403
Timothy Patel,17,11,38,11,0,0,0,0.028942954305296364,0,26.539525273933016
Timothy Patel,18,11,34,6,0,0,0,0.00017066260081344264,0,33.36942179715082
Timothy Patel,19,9,43,19,0,0,0,0.0973973778136416,0,10.289980958153667
Timothy Patel,20,11,42,8,0,0,0,0.023550775838448224,0,27.819507464491654
Timothy Patel,21,9,45,16,0,0,0,0.12426446833990112,0,3.9123364500630142
Timothy Patel,22,10,48,15,0,0,0,0.09941076580027608,0,9.812047821959979
Timothy Patel,23,10,40,19,0,0,0,0.07684679781984766,0,15.168227581374637
Timothy Patel,24,9,47,5,0,0,0,0.06226028575169806,0,18.630738287277403
Timothy Patel,25,11,39,12,0,0,0,0.028011784969047326,0,26.760563982892837
Timothy Patel,26,9,41,16,0,0,0,0.13024038606970767,0,2.493787655095736
Timothy Patel,27,9,41,19,0,0,0,0.09767848227268422,0,10.22325306636126
Timothy Patel,28,11,53,6,0,0,0,-0.0375270626247548,1,42.318015989639576
Timothy Patel,29,9,51,17,0,0,0,0.11198462492344607,0,6.827295769853237
Timothy Patel,30,10,38,11,0,0,0,0.1054089717088994,0,8.388208313393196
Timothy Patel,31,10,41,8,0,0,0,0.09946472280438912,0,9.799239639748425
Timothy Patel,32,10,52,8,0,0,0,0.07726307623810302,0,15.069412424391848
Timothy Patel,33,10,36,11,0,0,0,0.110113028632295,0,7.271570738739652
Timothy Patel,34,11,43,20,0,0,0,-0.01760046964070472,1,37.58788988292646
Timothy Patel,35,9,35,20,0,0,0,0.06748245031098743,0,17.39111358398675
Timothy Patel,36,11,52,12,0,0,0,0.008401816622808922,0,31.415530504294985
Timothy Patel,37,11,41,10,0,0,0,0.034245389929921544,0,25.280846020671767
Timothy Patel,38,9,52,14,0,0,0,0.12225992001526437,0,4.3881712488227365
Timothy Patel,39,11,39,14,0,0,0,0.030626551050793926,0,26.139877179277317
Timothy Patel,40,11,52,5,0,0,0,-0.0456809506985959,1,44.25356607992167
Timothy Patel,41,10,43,15,0,0,0,0.11025671846734475,0,7.237461995685479
Timothy Patel,42,10,44,5,0,0,0,0.03491161123934228,0,25.122700028978052
Timothy Patel,43,9,52,17,0,0,0,0.1080671725501553,0,7.757211072360793
Timothy Patel,44,11,46,19,0,0,0,0.0058524969213441524,0,32.02068180556906
Timothy Patel,45,11,39,11,0,0,0,0.02707520513472106,0,26.982887022707715
Timothy Patel,46,9,36,18,0,0,0,0.10819404583951753,0,7.727094199961327
Timothy Patel,47,10,54,17,0,0,0,0.07374111890181728,0,15.905446078335084
Timothy Patel,48,9,37,5,0,0,0,0.06557971289798148,0,17.842780756527652
Timothy Patel,49,9,35,9,0,0,0,0.1328312558147729,0,1.878773305676562
Timothy Patel,50,11,45,7,0,0,0,0.011246561704880365,0,30.740251845749576
Timothy Patel,51,10,49,12,0,0,0,0.08773468522585692,0,12.583687388912201
Timothy Patel,52,11,42,19,0,0,0,0.005478106754132739,0,32.109553631547584
Timothy Patel,53,11,34,12,0,0,0,0.04123262233187863,0,23.622233812120918
Timothy Patel,54,11,49,7,0,0,0,-0.003404326297449245,1,34.21804395410546
Timothy Patel,55,11,48,17,0,0,0,0.02258715867612937,0,28.048248559369714
Timothy Patel,56,9,48,7,0,0,0,0.10134481708537779,0,9.352947438733183
Timothy Patel,57,11,34,17,0,0,0,0.037695461378452255,0,24.461876463669064
Timothy Patel,58,10,38,5,0,0,0,0.037359361592259055,0,24.541659012266592
Timothy Patel,59,10,36,17,0,0,0,0.10249867503887622,0,9.0790474482205
Timothy Patel,60,9,35,9,0,0,0,0.1328312558147729,0,1.878773305676562
Timothy Patel,61,10,44,19,0,0,0,0.06967921109588232,0,16.869651859589
Timothy Patel,62,10,45,19,0,0,0,0.06691152142031126,0,17.52663929342567
Timothy Patel,63,10,51,9,0,0,0,0.08301786789438065,0,13.70335399815501
Timothy Patel,64,11,52,13,0,0,0,0.014062145668271242,0,30.07189538252788
Timothy Patel,65,9,46,10,0,0,0,0.12727765268256808,0,3.197074090110341
Timothy Patel,66,9,54,15,0,0,0,0.1107557003080597,0,7.119014901722609
Timothy Patel,67,9,54,12,0,0,0,0.1184569787510954,0,5.290904183165335
Timothy Patel,68,9,39,14,0,0,0,0.13799142307822537,0,0.6538653694628804
Timothy Patel,69,9,42,18,0,0,0,0.10741897642034987,0,7.911078290821938
Timothy Patel,70,11,53,17,0,0,0,0.010161090846739107,0,30.997918274139014
Timothy Patel,71,10,41,8,0,0,0,0.09946472280438912,0,9.799239639748425
Timothy Patel,72,10,52,10,0,0,0,0.09019782268153376,0,11.998993819226422
Timothy Patel,73,10,44,17,0,0,0,0.10022059529070682,0,9.61981247004915
Timothy Patel,74,9,53,11,0,0,0,0.11299844592275932,0,6.586637410432539
Timothy Patel,75,9,36,15,0,0,0,0.13554966318904021,0,1.2334843844848842
Timothy Patel,76,10,44,7,0,0,0,0.08690662011994266,0,12.780251466809434
Timothy Patel,77,9,45,10,0,0,0,0.12724448937838517,0,3.2049463144803503
Timothy Patel,78,10,35,17,0,0,0,0.09946544839901172,0,9.79906739986427
Timothy Patel,79,11,45,11,0,0,0,0.02486656573371837,0,27.507168464064012
Timothy Patel,80,9,41,7,0,0,0,0.11146558769030618,0,6.950503564020371
Timothy Patel,81,9,38,20,0,0,0,0.0693753309979882,0,16.941786177056617
Timothy Patel,82,9,37,5,0,0,0,0.06557971289798148,0,17.842780756527652
Timothy Patel,83,9,47,16,0,0,0,0.12549388943993278,0,3.6204994638778465
Timothy Patel,84,9,47,16,0,0,0,0.12549388943993278,0,3.6204994638778465
Timothy Patel,85,9,40,16,0,0,0,0.13063692280947747,0,2.3996587296664207
Timothy Patel,86,11,41,8,0,0,0,0.024612716235627774,0,27.567426639611405
Timothy Patel,87,10,41,15,0,0,0,0.10797732707297997,0,7.778538372893173
Timothy Patel,88,11,46,10,0,0,0,0.02897289366276823,0,26.5324183421806
Timothy Patel,89,11,42,17,0,0,0,0.0278671270930827,0,26.794902517141505
Scott Smith,0,8,37,16,0,0,0,0.11084155228760956,0,7.098635567929479
Scott Smith,1,8,42,15,0,0,0,0.11363340890848339,0,6.435911443481035
Scott Smith,2,8,45,10,0,0,0,0.11437742958046426,0,6.259297628601191
Scott Smith,3,7,49,17,0,0,0,0.027874896384610826,0,26.793058261642464
Scott Smith,4,9,30,5,0,0,0,0.05876807625359032,0,19.4597104718517
Scott Smith,5,8,38,20,0,0,0,0.046753284574452325,0,22.3117524558326
Scott Smith,6,8,33,11,0,0,0,0.10557372195276082,0,8.349100301792822
Scott Smith,7,8,43,7,0,0,0,0.09330538053602977,0,11.261329304904343
Scott Smith,8,7,48,11,0,0,0,0.05103746607853771,0,21.294783885510903
Scott Smith,9,7,50,18,0,0,0,0.008857374114404348,0,31.307391376556037
Scott Smith,10,9,36,9,0,0,0,0.13360577515112182,0,1.6949197921356074
Scott Smith,11,8,44,15,0,0,0,0.11261937651802506,0,6.676619982416865
Scott Smith,12,9,38,20,0,0,0,0.0693753309979882,0,16.941786177056617
Scott Smith,13,7,32,20,0,0,0,-0.022749636130868445,1,38.8101864823718
Scott Smith,14,7,33,10,0,0,0,0.05446246554481532,0,20.48176585458682
Scott Smith,15,8,47,13,0,0,0,0.12237477241090833,0,4.360907866894436
Scott Smith,16,9,34,16,0,0,0,0.12812485933087087,0,2.9959662395045883
Scott Smith,17,9,33,20,0,0,0,0.06797809124644127,0,17.27345954597722
Scott Smith,18,9,42,18,0,0,0,0.10741897642034987,0,7.911078290821938
Scott Smith,19,8,30,14,0,0,0,0.11732451504032204,0,5.559725660450587
Scott Smith,20,7,32,7,0,0,0,0.03469706715847043,0,25.17362798032352
Scott Smith,21,9,42,8,0,0,0,0.122806121957864,0,4.258515162090005
Scott Smith,22,7,48,18,0,0,0,0.015754553111027025,0,29.67015582601752
Scott Smith,23,7,33,16,0,0,0,0.04280268860071368,0,23.249535305485548
Scott Smith,24,7,32,13,0,0,0,0.057752371376835865,0,19.700816021510782
Scott Smith,25,8,44,20,0,0,0,0.036836716590278096,0,24.665723209813663
Scott Smith,26,8,38,19,0,0,0,0.07844847940475363,0,14.788024308016789
Scott Smith,27,7,35,19,0,0,0,0.006349811735733124,0,31.90263042625502
Scott Smith,28,9,44,10,0,0,0,0.13024343625425788,0,2.493063609716639
Scott Smith,29,8,46,10,0,0,0,0.11743916897664758,0,5.532509388311901
Scott Smith,30,7,49,8,0,0,0,0.03731758306864463,0,24.551576296440892
Scott Smith,31,7,40,18,0,0,0,0.019733191954804497,0,28.725716228179678
Scott Smith,32,9,31,20,0,0,0,0.06139599626722736,0,18.83590121992348
Scott Smith,33,7,50,13,0,0,0,0.04959135616591792,0,21.638057934232368
Scott Smith,34,9,48,19,0,0,0,0.09003457940279791,0,12.037744111115856
Scott Smith,35,7,43,7,0,0,0,0.035117313104285786,0,25.073871021312378
Scott Smith,36,7,46,11,0,0,0,0.05340671861618701,0,20.732376488988002
Scott Smith,37,7,37,19,0,0,0,0.0038212971118612993,0,32.50284306888567
Scott Smith,38,8,44,17,0,0,0,0.10111898668844854,0,9.406554508293919
Scott Smith,39,9,45,16,0,0,0,0.12426446833990112,0,3.9123364500630142
Scott Smith,40,8,48,11,0,0,0,0.10719377940865954,0,7.964535008937412
Scott Smith,41,7,50,16,0,0,0,0.03523017949427398,0,25.047079072569257
Scott Smith,42,7,49,7,0,0,0,0.023687591773832395,0,27.787030430997117
Scott Smith,43,8,39,18,0,0,0,0.08899233461961381,0,12.285149639119098
Scott Smith,44,8,31,14,0,0,0,0.12321357496083069,0,4.1617949606921005
Scott Smith,45,7,42,15,0,0,0,0.049030499319837884,0,21.77119276625786
Scott Smith,46,9,35,16,0,0,0,0.12530904250848657,0,3.6643779782269625
Scott Smith,47,7,33,6,0,0,0,0.013327870254186247,0,30.246195891825234
Scott Smith,48,8,33,16,0,0,0,0.10745043274958227,0,7.903611264007937
Scott Smith,49,8,34,18,0,0,0,0.08195265364880577,0,13.956211961193121
Scott Smith,50,7,34,10,0,0,0,0.0550364615045259,0,20.345512091771056
Scott Smith,51,9,47,9,0,0,0,0.12654949161739215,0,3.3699231901565763
Scott Smith,52,9,49,20,0,0,0,0.056272044891838235,0,20.05221231684089
Scott Smith,53,8,40,20,0,0,0,0.04778781074564892,0,22.066179153142485
Scott Smith,54,8,45,11,0,0,0,0.1058501539235231,0,8.283481553887473
Scott Smith,55,9,41,19,0,0,0,0.09767848227268422,0,10.22325306636126
Scott Smith,56,7,33,12,0,0,0,0.056270281350140006,0,20.0526309420737
Scott Smith,57,8,44,6,0,0,0,0.07302334793521026,0,16.07582880209053
Scott Smith,58,9,48,11,0,0,0,0.12416341183955504,0,3.9363249959686097
Scott Smith,59,8,44,10,0,0,0,0.11773037109445383,0,5.463384538877369
Scott Smith,60,9,40,18,0,0,0,0.10837817263965255,0,7.683386628628819
Scott Smith,61,9,36,20,0,0,0,0.06858494448496683,0,17.129406202347887
Scott Smith,62,9,33,5,0,0,0,0.06767768942478031,0,17.344768198704763
Scott Smith,63,7,44,14,0,0,0,0.059313048814088,0,19.330346212847882
Scott Smith,64,9,46,17,0,0,0,0.11651161298146456,0,5.7526903711705994
Scott Smith,65,9,49,11,0,0,0,0.11728596756733406,0,5.568875965697162
Scott Smith,66,9,38,10,0,0,0,0.1304524637217761,0,2.443445178612058
Scott Smith,67,7,44,17,0,0,0,0.030990721302305957,0,26.05343133199454
Scott Smith,68,7,50,13,0,0,0,0.04959135616591792,0,21.638057934232368
Scott Smith,69,9,34,18,0,0,0,0.10723483385251925,0,7.954789605051616
Scott Smith,70,8,34,5,0,0,0,0.05167966005848468,0,21.142341442763545
Scott Smith,71,9,41,13,0,0,0,0.1390427754182263,0,0.4042979118060175
Scott Smith,72,7,39,11,0,0,0,0.0566527099808552,0,19.961850965208182
Scott Smith,73,8,40,20,0,0,0,0.04778781074564892,0,22.066179153142485
Scott Smith,74,9,43,19,0,0,0,0.0973973778136416,0,10.289980958153667
Scott Smith,75,7,44,6,0,0,0,0.012383601186643722,0,30.470344183092067
Scott Smith,76,9,40,15,0,0,0,0.13579560304462135,0,1.1751037806106202
Scott Smith,77,9,35,9,0,0,0,0.1328312558147729,0,1.878773305676562
Scott Smith,78,8,31,8,0,0,0,0.10105855488459942,0,9.420899662695948
Scott Smith,79,7,43,10,0,0,0,0.05701399117478417,0,19.876090915377496
Scott Smith,80,8,44,15,0,0,0,0.11261937651802506,0,6.676619982416865
Scott Smith,81,8,45,9,0,0,0,0.10830186444383605,0,7.701500482285417
Scott Smith,82,9,38,10,0,0,0,0.1304524637217761,0,2.443445178612058
Scott Smith,83,7,40,13,0,0,0,0.05689981890227913,0,19.903192851331685
Scott Smith,84,7,50,20,0,0,0,-0.031853665391487596,1,40.97127877328195
Scott Smith,85,7,34,14,0,0,0,0.06198479791842931,0,18.6961329181242
Scott Smith,86,9,30,5,0,0,0,0.05876807625359032,0,19.4597104718517
Scott Smith,87,7,34,16,0,0,0,0.04339837667486157,0,23.108132321380836
Scott Smith,88,7,44,9,0,0,0,0.05315147036453022,0,20.79296669724995
Scott Smith,89,9,30,7,0,0,0,0.10542253740318591,0,8.384988121925863
Stacey Reynolds,0,11,33,10,0,0,0,0.04476777338615551,0,22.78306826553731
Stacey Reynolds,1,10,20,14,0,0,0,0.0802428494999759,0,14.362081105417634
Stacey Reynolds,2,11,21,5,0,0,0,-0.0321251026898145,1,41.03571189801026
Stacey Reynolds,3,10,28,8,0,0,0,0.10045164133640033,0,9.564967322488682
Stacey Reynolds,4,10,19,20,0,0,0,-0.004066877540852776,1,34.37531875446731
Stacey Reynolds,5,10,20,19,0,0,0,0.034188478669947675,0,25.294355476943775
Stacey Reynolds,6,9,26,11,0,0,0,0.11956513916263856,0,5.027851763855029
Stacey Reynolds,7,9,35,14,0,0,0,0.1366483868627829,0,0.9726720350082818
Stacey Reynolds,8,11,19,12,0,0,0,0.01660504816354036,0,29.468267382029943
Stacey Reynolds,9,9,26,7,0,0,0,0.10233528775231349,0,9.117831924337116
Stacey Reynolds,10,10,24,15,0,0,0,0.09389022607137026,0,11.12250009625222
Stacey Reynolds,11,11,23,9,0,0,0,0.028423010312479957,0,26.66294831250354
Stacey Reynolds,12,9,29,13,0,0,0,0.1326755849627425,0,1.9157260733590586
Stacey Reynolds,13,9,17,14,0,0,0,0.06932567202236667,0,16.953574103733704
Stacey Reynolds,14,10,16,17,0,0,0,0.03626601174759558,0,24.801195735285575
Stacey Reynolds,15,11,17,18,0,0,0,-0.014551507236912897,1,36.86413461396973
Stacey Reynolds,16,9,30,9,0,0,0,0.12722673502777154,0,3.2091607989841786
Stacey Reynolds,17,11,28,13,0,0,0,0.04335689995754832,0,23.117977963510494
Stacey Reynolds,18,9,15,9,0,0,0,0.047068787266647316,0,22.23685919523937
Stacey Reynolds,19,10,32,17,0,0,0,0.0996678914937898,0,9.75101195112298
Stacey Reynolds,20,11,31,15,0,0,0,0.04549258897316183,0,22.61101330695029
Stacey Reynolds,21,11,19,12,0,0,0,0.01660504816354036,0,29.468267382029943
Stacey Reynolds,22,9,24,7,0,0,0,0.09728732493265074,0,10.316105042983947
Stacey Reynolds,23,10,26,10,0,0,0,0.10537517081037012,0,8.396231888356153
Stacey Reynolds,24,9,23,19,0,0,0,0.07624697021581323,0,15.310613197001022
Stacey Reynolds,25,11,28,15,0,0,0,0.04500750009101245,0,22.726162524248384
Stacey Reynolds,26,11,32,16,0,0,0,0.039100106830336934,0,24.128445147640587
Stacey Reynolds,27,10,33,17,0,0,0,0.10070966934414832,0,9.503717262496547
Stacey Reynolds,28,9,23,14,0,0,0,0.12113469043433922,0,4.655275505985024
Stacey Reynolds,29,10,19,20,0,0,0,-0.004066877540852776,1,34.37531875446731
Stacey Reynolds,30,11,16,20,0,0,0,-0.06145309870715099,1,47.997520157466454
Stacey Reynolds,31,11,29,10,0,0,0,0.04654969207671533,0,22.360080747048638
Stacey Reynolds,32,10,26,7,0,0,0,0.08349153355546596,0,13.590916397249197
Stacey Reynolds,33,11,17,6,0,0,0,-0.03879118059914677,1,42.61808923534811
Stacey Reynolds,34,10,16,18,0,0,0,0.02816414365944897,0,26.72439744807025
Stacey Reynolds,35,10,26,9,0,0,0,0.09853194897460593,0,10.02065921947527
Stacey Reynolds,36,9,21,7,0,0,0,0.082893476510918,0,13.732881721777302
Stacey Reynolds,37,10,34,17,0,0,0,0.09881711700708734,0,9.952966726517742
Stacey Reynolds,38,9,20,12,0,0,0,0.09762650819097629,0,10.235590547282158
Stacey Reynolds,39,9,26,18,0,0,0,0.0959962280642554,0,10.62258247283765
Stacey Reynolds,40,11,19,16,0,0,0,0.014281550358945183,0,30.01981363146673
Stacey Reynolds,41,11,34,16,0,0,0,0.04048467097432984,0,23.799780683566773
Stacey Reynolds,42,10,27,13,0,0,0,0.11053896393937024,0,7.170463253010395
Stacey Reynolds,43,9,19,14,0,0,0,0.09668183072402287,0,10.459835783406401
Stacey Reynolds,44,11,27,11,0,0,0,0.041803703752261945,0,23.486671895551638
Stacey Reynolds,45,11,16,14,0,0,0,-0.007603911014751219,1,35.21493114523562
Stacey Reynolds,46,9,28,17,0,0,0,0.11375998015059502,0,6.4058662703222025
Stacey Reynolds,47,11,32,10,0,0,0,0.04452911637835594,0,22.839720084744254
Stacey Reynolds,48,9,35,19,0,0,0,0.09375232804965383,0,11.155233992764636
Stacey Reynolds,49,11,20,12,0,0,0,0.017550414779905044,0,29.24385855729703
Stacey Reynolds,50,9,18,18,0,0,0,0.059267938639111284,0,19.341054356307552
Stacey Reynolds,51,9,25,13,0,0,0,0.12312556649536816,0,4.182686195858554
Stacey Reynolds,52,10,33,19,0,0,0,0.07295591226449544,0,16.091836517349588
Stacey Reynolds,53,11,24,14,0,0,0,0.03413080736732288,0,25.30804535028901
Stacey Reynolds,54,9,21,8,0,0,0,0.09288404082154711,0,11.361345900057607
Stacey Reynolds,55,10,23,11,0,0,0,0.09578677677962472,0,10.672301508616078
Stacey Reynolds,56,11,26,9,0,0,0,0.03830200430763808,0,24.31789678051497
Stacey Reynolds,57,10,28,11,0,0,0,0.1062335377816459,0,8.192474827466622
Stacey Reynolds,58,11,28,8,0,0,0,0.03336991191717087,0,25.488664858908685
Stacey Reynolds,59,11,21,20,0,0,0,-0.03829755173965155,1,42.500912819028756
Stacey Reynolds,60,11,27,13,0,0,0,0.04502347659263517,0,22.722370061207663
Stacey Reynolds,61,10,30,18,0,0,0,0.08935531512038425,0,12.198986211969443
Stacey Reynolds,62,10,23,6,0,0,0,0.05468628163227812,0,20.42863693690091
Stacey Reynolds,63,9,24,20,0,0,0,0.04809909120418282,0,21.99228815609149
Stacey Reynolds,64,9,32,15,0,0,0,0.1327279190954585,0,1.9033031244068632
Stacey Reynolds,65,9,30,15,0,0,0,0.1255020565584799,0,3.618560773170043
